Id,Population Group,Id,Id2,Geography,Average family size
1,Total population,1580000US3651000005033900,3651000005033900,"Census Tract 339, Bronx County, New York city, New York",3.09
1,Total population,1580000US3651000005034000,3651000005034000,"Census Tract 340, Bronx County, New York city, New York",3.19
1,Total population,1580000US3651000005034100,3651000005034100,"Census Tract 341, Bronx County, New York city, New York",3.06
1,Total population,1580000US3651000005034200,3651000005034200,"Census Tract 342, Bronx County, New York city, New York",3.29
1,Total population,1580000US3651000005034300,3651000005034300,"Census Tract 343, Bronx County, New York city, New York",3.05
1,Total population,1580000US3651000005034400,3651000005034400,"Census Tract 344, Bronx County, New York city, New York",3.21
1,Total population,1580000US3651000005034500,3651000005034500,"Census Tract 345, Bronx County, New York city, New York",2.81
1,Total population,1580000US3651000005034600,3651000005034600,"Census Tract 346, Bronx County, New York city, New York",3.36
1,Total population,1580000US3651000005035000,3651000005035000,"Census Tract 350, Bronx County, New York city, New York",3.35
1,Total population,1580000US3651000005035100,3651000005035100,"Census Tract 351, Bronx County, New York city, New York",2.88
1,Total population,1580000US3651000005035200,3651000005035200,"Census Tract 352, Bronx County, New York city, New York",3.26
1,Total population,1580000US3651000005035400,3651000005035400,"Census Tract 354, Bronx County, New York city, New York",3.37
1,Total population,1580000US3651000005035600,3651000005035600,"Census Tract 356, Bronx County, New York city, New York",3.43
1,Total population,1580000US3651000005035800,3651000005035800,"Census Tract 358, Bronx County, New York city, New York",3.35
1,Total population,1580000US3651000005035900,3651000005035900,"Census Tract 359, Bronx County, New York city, New York",3.56
1,Total population,1580000US3651000005036100,3651000005036100,"Census Tract 361, Bronx County, New York city, New York",3.54
1,Total population,1580000US3651000005036300,3651000005036300,"Census Tract 363, Bronx County, New York city, New York",3.61
1,Total population,1580000US3651000005036400,3651000005036400,"Census Tract 364, Bronx County, New York city, New York",3.41
1,Total population,1580000US3651000005036501,3651000005036501,"Census Tract 365.01, Bronx County, New York city, New York",3.5
1,Total population,1580000US3651000005036502,3651000005036502,"Census Tract 365.02, Bronx County, New York city, New York",3.6
1,Total population,1580000US3651000005036600,3651000005036600,"Census Tract 366, Bronx County, New York city, New York",3.49
1,Total population,1580000US3651000005036700,3651000005036700,"Census Tract 367, Bronx County, New York city, New York",3.85
1,Total population,1580000US3651000005036800,3651000005036800,"Census Tract 368, Bronx County, New York city, New York",3.31
1,Total population,1580000US3651000005036901,3651000005036901,"Census Tract 369.01, Bronx County, New York city, New York",3.41
1,Total population,1580000US3651000005036902,3651000005036902,"Census Tract 369.02, Bronx County, New York city, New York",3.47
1,Total population,1580000US3651000005037000,3651000005037000,"Census Tract 370, Bronx County, New York city, New York",3.24
1,Total population,1580000US3651000005037100,3651000005037100,"Census Tract 371, Bronx County, New York city, New York",3.31
1,Total population,1580000US3651000005037200,3651000005037200,"Census Tract 372, Bronx County, New York city, New York",3.27
1,Total population,1580000US3651000005037300,3651000005037300,"Census Tract 373, Bronx County, New York city, New York",3.53
1,Total population,1580000US3651000005037400,3651000005037400,"Census Tract 374, Bronx County, New York city, New York",3.21
1,Total population,1580000US3651000005037501,3651000005037501,"Census Tract 375.01, Bronx County, New York city, New York",3.52
1,Total population,1580000US3651000005037502,3651000005037502,"Census Tract 375.02, Bronx County, New York city, New York",3.26
1,Total population,1580000US3651000005037503,3651000005037503,"Census Tract 375.03, Bronx County, New York city, New York",3.45
1,Total population,1580000US3651000005037600,3651000005037600,"Census Tract 376, Bronx County, New York city, New York",3.37
1,Total population,1580000US3651000005037700,3651000005037700,"Census Tract 377, Bronx County, New York city, New York",3.54
1,Total population,1580000US3651000005037800,3651000005037800,"Census Tract 378, Bronx County, New York city, New York",3.28
1,Total population,1580000US3651000005037900,3651000005037900,"Census Tract 379, Bronx County, New York city, New York",3.7
1,Total population,1580000US3651000005038000,3651000005038000,"Census Tract 380, Bronx County, New York city, New York",3.32
1,Total population,1580000US3651000005038100,3651000005038100,"Census Tract 381, Bronx County, New York city, New York",3.52
