Id,Population Group,Id,Id2,Geography,Total:,Income in 1999 below poverty level:,Income in 1999 below poverty level: - Male:,Income in 1999 below poverty level: - Male: - 15 years,Income in 1999 below poverty level: - Male: - 16 and 17 years,Income in 1999 below poverty level: - Male: - 18 to 24 years,Income in 1999 below poverty level: - Male: - 25 to 34 years,Income in 1999 below poverty level: - Male: - 35 to 44 years,Income in 1999 below poverty level: - Male: - 45 to 54 years,Income in 1999 below poverty level: - Male: - 55 to 64 years,Income in 1999 below poverty level: - Male: - 65 to 74 years,Income in 1999 below poverty level: - Male: - 75 years and over,Income in 1999 below poverty level: - Female:,Income in 1999 below poverty level: - Female: - 15 years,Income in 1999 below poverty level: - Female: - 16 and 17 years,Income in 1999 below poverty level: - Female: - 18 to 24 years,Income in 1999 below poverty level: - Female: - 25 to 34 years,Income in 1999 below poverty level: - Female: - 35 to 44 years,Income in 1999 below poverty level: - Female: - 45 to 54 years,Income in 1999 below poverty level: - Female: - 55 to 64 years,Income in 1999 below poverty level: - Female: - 65 to 74 years,Income in 1999 below poverty level: - Female: - 75 years and over,Income in 1999 at or above poverty level:,Income in 1999 at or above poverty level: - Male:,Income in 1999 at or above poverty level: - Male: - 15 years,Income in 1999 at or above poverty level: - Male: - 16 and 17 years,Income in 1999 at or above poverty level: - Male: - 18 to 24 years,Income in 1999 at or above poverty level: - Male: - 25 to 34 years,Income in 1999 at or above poverty level: - Male: - 35 to 44 years,Income in 1999 at or above poverty level: - Male: - 45 to 54 years,Income in 1999 at or above poverty level: - Male: - 55 to 64 years,Income in 1999 at or above poverty level: - Male: - 65 to 74 years,Income in 1999 at or above poverty level: - Male: - 75 years and over,Income in 1999 at or above poverty level: - Female:,Income in 1999 at or above poverty level: - Female: - 15 years,Income in 1999 at or above poverty level: - Female: - 16 and 17 years,Income in 1999 at or above poverty level: - Female: - 18 to 24 years,Income in 1999 at or above poverty level: - Female: - 25 to 34 years,Income in 1999 at or above poverty level: - Female: - 35 to 44 years,Income in 1999 at or above poverty level: - Female: - 45 to 54 years,Income in 1999 at or above poverty level: - Female: - 55 to 64 years,Income in 1999 at or above poverty level: - Female: - 65 to 74 years,Income in 1999 at or above poverty level: - Female: - 75 years and over
1,Total population,1580000US3651000061011500,3651000061011500,"Census Tract 115, New York County, New York city, New York",1022,409,129,0,0,76,14,29,4,0,6,0,280,0,0,179,46,36,0,0,5,14,613,440,0,0,58,93,158,50,62,12,7,173,0,0,8,69,25,39,17,8,7
1,Total population,1580000US3651000061011600,3651000061011600,"Census Tract 116, New York County, New York city, New York",2130,174,71,0,0,0,9,28,10,8,6,10,103,0,0,21,0,25,15,22,10,10,1956,821,0,0,66,370,150,123,31,61,20,1135,0,0,104,446,229,159,91,51,55
1,Total population,1580000US3651000061011800,3651000061011800,"Census Tract 118, New York County, New York city, New York",4299,247,86,0,0,21,25,0,23,17,0,0,161,0,0,36,14,6,9,55,16,25,4052,1556,0,0,89,575,316,217,171,110,78,2496,0,0,163,781,291,328,295,278,360
1,Total population,1580000US3651000061011900,3651000061011900,"Census Tract 119, New York County, New York city, New York",1229,571,380,0,0,18,53,64,38,98,90,19,191,0,0,43,19,36,30,39,9,15,658,282,0,0,7,75,52,61,51,28,8,376,0,0,29,85,65,38,68,41,50
1,Total population,1580000US3651000061012000,3651000061012000,"Census Tract 120, New York County, New York city, New York",1429,140,31,0,0,8,18,0,0,0,5,0,109,0,0,0,14,0,32,29,25,9,1289,415,0,0,8,63,94,62,66,46,76,874,0,0,8,197,75,98,171,145,180
1,Total population,1580000US3651000061012100,3651000061012100,"Census Tract 121, New York County, New York city, New York",5260,914,558,0,0,26,150,122,167,43,20,30,356,0,0,50,33,47,114,51,8,53,4346,2715,0,9,50,731,840,451,372,192,70,1631,0,0,76,502,331,244,135,207,136
1,Total population,1580000US3651000061012200,3651000061012200,"Census Tract 122, New York County, New York city, New York",1452,71,33,0,0,6,18,0,9,0,0,0,38,0,0,8,8,0,0,9,7,6,1381,549,0,0,13,92,130,71,59,111,73,832,0,0,8,53,201,90,160,98,222
1,Total population,1580000US3651000061012400,3651000061012400,"Census Tract 124, New York County, New York city, New York",5156,781,308,17,0,50,80,36,49,51,17,8,473,0,0,200,108,38,24,48,8,47,4375,1783,0,0,113,794,364,289,101,75,47,2592,0,0,194,1095,467,360,180,133,163
1,Total population,1580000US3651000061012500,3651000061012500,"Census Tract 125, New York County, New York city, New York",1035,143,88,0,0,14,0,7,0,0,60,7,55,0,0,3,24,0,0,6,22,0,892,610,0,0,65,272,151,50,27,36,9,282,0,0,33,142,45,52,6,4,0
1,Total population,1580000US3651000061012600,3651000061012600,"Census Tract 126, New York County, New York city, New York",6598,563,193,0,0,46,27,9,0,64,39,8,370,0,6,48,75,37,41,51,27,85,6035,2217,0,0,68,782,526,248,272,192,129,3818,0,0,182,1116,658,560,486,392,424
1,Total population,1580000US3651000061012700,3651000061012700,"Census Tract 127, New York County, New York city, New York",4074,588,275,0,0,6,84,95,73,4,4,9,313,0,6,62,97,38,31,18,37,24,3486,2193,0,0,176,752,580,382,181,95,27,1293,6,0,121,606,259,148,75,43,35
1,Total population,1580000US3651000061012800,3651000061012800,"Census Tract 128, New York County, New York city, New York",2049,153,35,0,0,0,6,12,17,0,0,0,118,0,0,14,28,8,21,14,8,25,1896,679,0,0,25,117,157,103,54,116,107,1217,0,0,13,229,119,163,210,191,292
1,Total population,1580000US3651000061012900,3651000061012900,"Census Tract 129, New York County, New York city, New York",2672,422,273,0,0,35,64,70,92,12,0,0,149,0,8,49,31,40,10,0,0,11,2250,1484,0,0,158,525,543,208,31,19,0,766,0,0,81,340,225,90,9,21,0
1,Total population,1580000US3651000061013000,3651000061013000,"Census Tract 130, New York County, New York city, New York",1471,126,38,0,0,0,32,6,0,0,0,0,88,0,0,0,23,8,0,16,18,23,1345,496,0,0,12,127,75,86,95,40,61,849,0,0,14,97,128,157,114,115,224
1,Total population,1580000US3651000061013100,3651000061013100,"Census Tract 131, New York County, New York city, New York",1462,260,111,0,0,10,26,0,11,23,17,24,149,0,0,13,21,38,19,0,29,29,1202,524,0,0,12,164,146,80,66,40,16,678,0,0,49,215,82,48,108,92,84
1,Total population,1580000US3651000061013200,3651000061013200,"Census Tract 132, New York County, New York city, New York",5810,536,175,0,0,33,40,16,53,14,9,10,361,0,0,96,128,20,31,48,24,14,5274,2142,0,0,265,885,352,256,187,90,107,3132,0,0,396,1214,451,360,332,207,172
1,Total population,1580000US3651000061013300,3651000061013300,"Census Tract 133, New York County, New York city, New York",3728,608,266,0,20,67,58,55,20,24,8,14,342,0,18,21,97,60,49,23,24,50,3120,1930,0,0,189,785,461,261,119,73,42,1190,0,0,200,553,197,108,40,26,66
1,Total population,1580000US3651000061013400,3651000061013400,"Census Tract 134, New York County, New York city, New York",6211,453,157,0,0,26,32,28,30,26,11,4,296,0,0,101,66,2,17,34,22,54,5758,2292,0,0,152,997,511,268,171,98,95,3466,0,0,315,1434,601,416,308,206,186
1,Total population,1580000US3651000061013500,3651000061013500,"Census Tract 135, New York County, New York city, New York",821,329,128,0,0,0,14,27,10,18,29,30,201,0,0,10,38,22,9,32,49,41,492,218,0,0,0,47,54,49,21,23,24,274,0,0,8,60,12,30,46,65,53
1,Total population,1580000US3651000061013600,3651000061013600,"Census Tract 136, New York County, New York city, New York",7153,653,271,0,9,62,65,24,15,73,23,0,382,0,0,90,85,44,57,17,50,39,6500,2545,0,0,201,1139,507,323,170,92,113,3955,0,0,382,1267,525,572,459,387,363
1,Total population,1580000US3651000061013700,3651000061013700,"Census Tract 137, New York County, New York city, New York",3637,305,105,0,0,0,45,31,9,9,0,11,200,0,0,35,69,25,7,28,19,17,3332,1638,0,0,129,542,314,264,169,135,85,1694,0,0,187,523,232,213,184,163,192
1,Total population,1580000US3651000061013800,3651000061013800,"Census Tract 138, New York County, New York city, New York",6797,600,208,0,0,24,104,23,17,21,19,0,392,0,0,83,89,36,36,37,54,57,6197,2430,0,0,286,1086,497,247,159,118,37,3767,0,0,303,1554,606,464,338,241,261
1,Total population,1580000US3651000061013900,3651000061013900,"Census Tract 139, New York County, New York city, New York",6366,802,430,5,9,40,70,81,110,78,8,29,372,0,0,91,57,12,27,47,47,91,5564,2743,0,0,188,1002,776,318,279,86,94,2821,0,0,144,982,553,384,296,200,262
1,Total population,1580000US3651000061014000,3651000061014000,"Census Tract 140, New York County, New York city, New York",2961,193,70,0,0,22,28,0,20,0,0,0,123,0,0,24,11,42,14,21,0,11,2768,1150,0,0,110,462,199,131,118,95,35,1618,0,0,77,559,248,172,219,150,193
1,Total population,1580000US3651000061014200,3651000061014200,"Census Tract 142, New York County, New York city, New York",1453,87,18,0,0,0,0,0,9,9,0,0,69,0,0,0,0,0,19,9,7,34,1366,504,0,0,23,92,117,89,79,49,55,862,0,0,11,180,135,111,175,80,170
1,Total population,1580000US3651000061014401,3651000061014401,"Census Tract 144.01, New York County, New York city, New York",1919,164,69,0,0,14,31,0,24,0,0,0,95,0,0,41,27,0,0,17,10,0,1755,613,0,0,47,213,148,79,33,55,38,1142,0,0,58,317,194,142,162,112,157
1,Total population,1580000US3651000061014402,3651000061014402,"Census Tract 144.02, New York County, New York city, New York",3252,319,102,0,0,21,53,0,22,6,0,0,217,0,0,36,38,14,31,42,32,24,2933,1288,0,0,100,491,275,154,140,107,21,1645,0,0,105,600,263,289,162,101,125
1,Total population,1580000US3651000061014500,3651000061014500,"Census Tract 145, New York County, New York city, New York",2053,206,70,0,0,0,37,0,11,15,0,7,136,6,0,36,70,0,15,0,0,9,1847,908,0,0,38,373,226,95,71,64,41,939,0,0,63,329,216,107,83,61,80
1,Total population,1580000US3651000061014601,3651000061014601,"Census Tract 146.01, New York County, New York city, New York",2620,263,131,0,0,39,52,32,8,0,0,0,132,0,0,25,57,0,19,23,0,8,2357,1077,0,0,84,629,213,77,36,20,18,1280,0,0,205,634,211,75,92,42,21
1,Total population,1580000US3651000061014602,3651000061014602,"Census Tract 146.02, New York County, New York city, New York",4273,310,114,0,4,50,0,8,31,21,0,0,196,0,0,54,53,30,8,23,8,20,3963,1659,0,0,74,769,354,229,100,74,59,2304,0,0,244,986,377,266,144,177,110
1,Total population,1580000US3651000061014700,3651000061014700,"Census Tract 147, New York County, New York city, New York",524,39,11,0,0,0,11,0,0,0,0,0,28,0,0,0,5,18,5,0,0,0,485,229,0,0,0,160,30,25,14,0,0,256,0,0,0,114,63,35,23,15,6
1,Total population,1580000US3651000061014801,3651000061014801,"Census Tract 148.01, New York County, New York city, New York",1257,72,0,0,0,0,0,0,0,0,0,0,72,0,0,10,7,5,6,15,11,18,1185,494,0,0,22,245,81,32,54,47,13,691,0,0,50,247,121,78,107,10,78
1,Total population,1580000US3651000061014802,3651000061014802,"Census Tract 148.02, New York County, New York city, New York",2778,360,96,0,0,41,8,11,13,0,17,6,264,0,0,52,56,44,28,0,52,32,2418,1038,0,0,97,442,211,101,89,33,65,1380,0,0,109,537,192,189,162,68,123
1,Total population,1580000US3651000061014900,3651000061014900,"Census Tract 149, New York County, New York city, New York",2670,195,75,0,0,14,8,0,33,0,12,8,120,0,0,0,45,11,9,12,0,43,2475,1226,0,0,84,400,316,126,134,66,100,1249,0,0,41,387,209,212,103,110,187
1,Total population,1580000US3651000061015001,3651000061015001,"Census Tract 150.01, New York County, New York city, New York",569,62,6,0,0,0,0,0,0,0,6,0,56,10,0,6,5,7,7,0,10,11,507,192,0,0,0,61,28,28,37,25,13,315,0,0,18,69,43,70,33,59,23
1,Total population,1580000US3651000061015002,3651000061015002,"Census Tract 150.02, New York County, New York city, New York",1266,130,31,0,0,0,0,16,0,15,0,0,99,0,0,0,0,16,8,60,0,15,1136,357,0,0,0,85,101,60,44,54,13,779,0,0,26,73,56,135,189,117,183
1,Total population,1580000US3651000061015100,3651000061015100,"Census Tract 151, New York County, New York city, New York",2523,454,112,8,0,48,12,12,6,0,0,26,342,0,0,89,77,30,25,39,43,39,2069,1066,0,0,96,503,232,95,54,48,38,1003,0,0,122,474,132,59,80,45,91
1,Total population,1580000US3651000061015200,3651000061015200,"Census Tract 152, New York County, New York city, New York",2142,307,127,0,0,0,49,7,6,16,21,28,180,0,0,5,7,27,13,65,37,26,1835,768,0,0,30,217,176,109,117,46,73,1067,0,0,80,236,166,177,152,125,131
1,Total population,1580000US3651000061015300,3651000061015300,"Census Tract 153, New York County, New York city, New York",4698,417,193,0,0,7,40,36,46,29,35,0,224,0,0,87,30,43,31,11,0,22,4281,1937,0,0,63,856,397,277,119,151,74,2344,0,0,135,892,383,272,258,140,264
1,Total population,1580000US3651000061015400,3651000061015400,"Census Tract 154, New York County, New York city, New York",6828,924,312,0,7,60,45,114,31,30,9,16,612,0,0,215,122,58,50,56,52,59,5904,2640,0,0,296,1182,547,329,145,100,41,3264,0,0,370,1188,576,396,291,222,221
1,Total population,1580000US3651000061015500,3651000061015500,"Census Tract 155, New York County, New York city, New York",3180,174,64,0,0,9,19,18,0,9,9,0,110,0,0,32,16,8,21,0,25,8,3006,920,0,0,0,113,199,206,186,112,104,2086,0,0,30,281,258,333,266,317,601
1,Total population,1580000US3651000061015601,3651000061015601,"Census Tract 156.01, New York County, New York city, New York",3548,484,171,0,0,31,61,42,24,13,0,0,313,0,8,137,99,0,42,0,8,19,3064,1451,0,0,296,817,221,48,33,36,0,1613,0,0,381,738,187,82,72,88,65
1,Total population,1580000US3651000061015602,3651000061015602,"Census Tract 156.02, New York County, New York city, New York",327,70,29,0,0,4,0,17,0,4,4,0,41,0,0,8,10,0,5,0,0,18,257,164,0,0,33,45,41,8,22,5,10,93,0,0,13,25,9,18,14,4,10
1,Total population,1580000US3651000061015700,3651000061015700,"Census Tract 157, New York County, New York city, New York",6190,697,401,0,0,17,76,101,92,52,48,15,296,0,0,34,47,41,44,31,51,48,5493,2653,0,0,118,1010,585,382,247,205,106,2840,0,0,184,909,543,463,266,221,254
1,Total population,1580000US3651000061015801,3651000061015801,"Census Tract 158.01, New York County, New York city, New York",2522,314,131,0,0,86,26,19,0,0,0,0,183,0,0,130,36,0,8,0,9,0,2208,936,0,0,91,358,226,103,98,52,8,1272,0,0,124,461,155,152,123,114,143
1,Total population,1580000US3651000061015802,3651000061015802,"Census Tract 158.02, New York County, New York city, New York",1161,159,69,0,0,0,32,4,10,16,7,0,90,0,0,10,41,16,0,6,5,12,1002,520,0,0,36,300,94,23,18,44,5,482,0,0,76,209,83,27,21,46,20
1,Total population,1580000US3651000061015900,3651000061015900,"Census Tract 159, New York County, New York city, New York",4740,499,207,0,0,55,28,43,41,25,15,0,292,0,0,73,60,55,19,32,11,42,4241,1992,0,0,59,604,486,408,206,168,61,2249,0,0,108,728,367,377,238,193,238
1,Total population,1580000US3651000061016001,3651000061016001,"Census Tract 160.01, New York County, New York city, New York",1088,74,31,0,6,0,0,0,7,12,6,0,43,0,9,9,0,0,8,9,8,0,1014,426,0,0,56,89,52,100,47,50,32,588,0,0,36,161,62,101,66,53,109
1,Total population,1580000US3651000061016002,3651000061016002,"Census Tract 160.02, New York County, New York city, New York",1056,215,28,0,0,13,0,15,0,0,0,0,187,0,0,110,52,10,0,9,6,0,841,264,0,0,19,69,51,35,29,23,38,577,0,0,123,135,38,73,77,71,60
1,Total population,1580000US3651000061016100,3651000061016100,"Census Tract 161, New York County, New York city, New York",3713,229,76,0,0,17,21,7,16,0,6,9,153,0,0,52,30,0,13,25,8,25,3484,1769,0,0,72,777,385,210,163,104,58,1715,0,0,64,655,391,244,199,44,118
1,Total population,1580000US3651000061016200,3651000061016200,"Census Tract 162, New York County, New York city, New York",1823,749,303,7,0,14,32,58,92,53,14,33,446,0,5,2,9,33,61,134,90,112,1074,494,0,0,0,73,141,89,140,21,30,580,0,0,33,92,77,115,77,95,91
1,Total population,1580000US3651000061016300,3651000061016300,"Census Tract 163, New York County, New York city, New York",3479,325,169,0,0,23,40,18,36,32,8,12,156,0,0,15,36,23,20,20,8,34,3154,1370,0,0,52,415,297,259,123,106,118,1784,0,0,56,520,319,339,166,152,232
1,Total population,1580000US3651000061016400,3651000061016400,"Census Tract 164, New York County, New York city, New York",1072,567,248,0,0,104,19,41,7,32,26,19,319,0,25,0,46,25,14,43,91,75,505,301,0,0,10,142,56,31,27,22,13,204,0,0,12,7,42,19,32,43,49
1,Total population,1580000US3651000061016500,3651000061016500,"Census Tract 165, New York County, New York city, New York",3198,201,109,0,0,9,43,9,24,13,11,0,92,0,0,25,35,8,0,16,0,8,2997,1398,0,0,91,473,340,320,98,35,41,1599,0,0,40,604,350,266,122,64,153
1,Total population,1580000US3651000061016600,3651000061016600,"Census Tract 166, New York County, New York city, New York",1943,518,333,9,8,57,78,38,58,42,25,18,185,0,0,9,24,47,32,6,48,19,1425,732,0,0,165,186,138,77,122,26,18,693,0,0,93,178,107,112,78,82,43
1,Total population,1580000US3651000061016700,3651000061016700,"Census Tract 167, New York County, New York city, New York",2724,225,104,0,0,19,42,9,22,12,0,0,121,0,7,19,30,8,7,19,11,20,2499,1158,0,0,51,358,286,254,138,62,9,1341,0,0,80,388,291,275,115,95,97
1,Total population,1580000US3651000061016800,3651000061016800,"Census Tract 168, New York County, New York city, New York",777,354,96,0,0,9,22,25,29,4,7,0,258,0,0,11,36,9,40,36,75,51,423,148,0,0,16,42,15,16,22,13,24,275,0,0,21,61,47,21,37,44,44
1,Total population,1580000US3651000061016900,3651000061016900,"Census Tract 169, New York County, New York city, New York",3856,391,216,0,10,33,69,20,38,24,22,0,175,0,0,18,59,17,11,13,25,32,3465,1684,0,10,72,648,369,280,173,97,35,1781,0,0,144,641,336,263,178,128,91
1,Total population,1580000US3651000061017000,3651000061017000,"Census Tract 170, New York County, New York city, New York",2255,1001,504,0,0,52,163,115,55,18,69,32,497,0,0,67,100,66,52,41,115,56,1254,625,0,0,46,215,132,33,35,77,87,629,0,0,56,79,90,28,95,104,177
1,Total population,1580000US3651000061017100,3651000061017100,"Census Tract 171, New York County, New York city, New York",4242,667,263,0,0,11,48,26,62,78,21,17,404,0,4,112,78,34,19,76,40,41,3575,1571,0,0,95,462,375,290,212,90,47,2004,0,0,90,725,322,309,255,131,172
1,Total population,1580000US3651000061017201,3651000061017201,"Census Tract 172.01, New York County, New York city, New York",964,403,195,0,0,74,37,17,21,26,12,8,208,0,0,41,39,21,7,65,28,7,561,341,0,0,73,123,43,72,7,6,17,220,0,0,29,50,27,69,11,22,12
1,Total population,1580000US3651000061017202,3651000061017202,"Census Tract 172.02, New York County, New York city, New York",239,121,87,0,11,45,8,7,9,0,7,0,34,0,0,7,0,7,0,13,0,7,118,102,0,0,2,48,22,18,12,0,0,16,0,0,0,0,8,8,0,0,0
1,Total population,1580000US3651000061017300,3651000061017300,"Census Tract 173, New York County, New York city, New York",3951,531,192,0,0,0,17,48,9,60,42,16,339,0,0,40,30,21,10,0,73,165,3420,1446,0,0,61,558,299,226,94,99,109,1974,0,0,63,808,373,266,167,81,216
1,Total population,1580000US3651000061017401,3651000061017401,"Census Tract 174.01, New York County, New York city, New York",1060,335,97,0,0,11,26,10,12,13,0,25,238,0,0,35,30,24,12,38,39,60,725,318,0,0,28,55,86,61,36,36,16,407,0,0,34,45,68,68,103,34,55
1,Total population,1580000US3651000061017402,3651000061017402,"Census Tract 174.02, New York County, New York city, New York",242,76,25,0,0,11,2,0,0,6,6,0,51,0,0,9,0,22,0,13,7,0,166,65,0,0,7,4,23,4,18,5,4,101,0,0,7,18,0,26,13,14,23
1,Total population,1580000US3651000061017500,3651000061017500,"Census Tract 175, New York County, New York city, New York",4027,561,227,0,0,61,47,41,29,13,19,17,334,0,0,57,75,79,53,37,7,26,3466,1535,0,0,33,509,361,301,184,73,74,1931,0,0,54,594,377,301,246,99,260
1,Total population,1580000US3651000061017700,3651000061017700,"Census Tract 177, New York County, New York city, New York",3175,587,160,0,5,25,33,5,41,12,30,9,427,0,0,23,54,36,27,65,87,135,2588,1046,6,0,36,235,244,200,133,67,125,1542,0,0,56,260,205,270,238,268,245
1,Total population,1580000US3651000061017800,3651000061017800,"Census Tract 178, New York County, New York city, New York",1213,543,221,3,6,29,29,49,41,36,20,8,322,0,0,58,48,86,52,22,34,22,670,369,0,0,29,137,81,61,23,23,15,301,0,0,61,87,20,41,23,36,33
1,Total population,1580000US3651000061017900,3651000061017900,"Census Tract 179, New York County, New York city, New York",4290,670,352,0,0,10,79,84,85,60,7,27,318,0,0,50,99,43,44,21,32,29,3620,1727,0,0,89,623,397,292,152,111,63,1893,0,0,224,533,363,353,188,100,132
1,Total population,1580000US3651000061018000,3651000061018000,"Census Tract 180, New York County, New York city, New York",1530,890,401,31,13,56,117,103,10,16,27,28,489,0,14,53,69,12,97,86,117,41,640,462,0,3,60,158,96,51,42,44,8,178,0,0,14,68,18,26,20,22,10
1,Total population,1580000US3651000061018100,3651000061018100,"Census Tract 181, New York County, New York city, New York",3521,375,103,0,0,14,33,27,24,0,0,5,272,0,0,63,52,9,38,36,26,48,3146,1347,0,0,57,441,357,171,149,88,84,1799,0,0,160,423,249,248,267,232,220
1,Total population,1580000US3651000061018200,3651000061018200,"Census Tract 182, New York County, New York city, New York",1114,596,242,8,0,59,58,67,19,0,22,9,354,0,14,31,48,0,48,59,59,95,518,253,0,0,35,100,81,11,0,17,9,265,0,0,51,28,26,29,45,48,38
1,Total population,1580000US3651000061018300,3651000061018300,"Census Tract 183, New York County, New York city, New York",4396,830,404,0,0,75,117,89,59,35,29,0,426,0,0,98,133,31,55,63,25,21,3566,1850,0,0,118,752,348,377,105,106,44,1716,0,0,64,624,303,263,142,150,170
1,Total population,1580000US3651000061018400,3651000061018400,"Census Tract 184, New York County, New York city, New York",1370,646,318,7,0,0,9,48,101,142,0,11,328,0,15,33,17,45,29,87,38,64,724,425,0,0,29,50,118,108,51,39,30,299,0,0,6,26,74,13,51,118,11
1,Total population,1580000US3651000061018500,3651000061018500,"Census Tract 185, New York County, New York city, New York",1882,175,76,0,0,0,17,8,16,9,26,0,99,0,0,0,25,10,27,0,37,0,1707,638,0,0,28,164,134,92,102,77,41,1069,0,0,37,151,128,165,246,204,138
1,Total population,1580000US3651000061018600,3651000061018600,"Census Tract 186, New York County, New York city, New York",934,400,162,0,0,9,56,7,23,32,7,28,238,0,0,15,12,7,49,38,65,52,534,292,0,0,25,69,48,48,31,37,34,242,0,0,0,34,28,30,23,76,51
1,Total population,1580000US3651000061018700,3651000061018700,"Census Tract 187, New York County, New York city, New York",3849,605,288,0,0,51,55,68,20,20,74,0,317,0,0,131,96,27,14,29,17,3,3244,1697,0,0,189,558,449,244,145,64,48,1547,0,0,71,498,349,299,166,70,94
1,Total population,1580000US3651000061018800,3651000061018800,"Census Tract 188, New York County, New York city, New York",1650,845,469,8,0,94,95,103,35,22,106,6,376,0,3,126,57,29,46,12,50,53,805,605,0,0,157,115,152,33,48,87,13,200,0,0,20,34,18,24,30,55,19
1,Total population,1580000US3651000061018900,3651000061018900,"Census Tract 189, New York County, New York city, New York",3324,962,332,0,0,48,28,19,44,91,53,49,630,0,0,60,86,67,81,101,98,137,2362,1126,0,0,60,460,240,199,63,65,39,1236,0,0,129,269,232,177,182,127,120
1,Total population,1580000US3651000061019000,3651000061019000,"Census Tract 190, New York County, New York city, New York",517,252,158,0,0,24,26,53,6,37,0,12,94,0,0,4,7,8,31,4,24,16,265,119,0,0,9,10,6,30,9,38,17,146,0,0,17,13,14,16,24,28,34
1,Total population,1580000US3651000061019100,3651000061019100,"Census Tract 191, New York County, New York city, New York",4013,731,332,0,0,71,89,45,83,19,18,7,399,0,0,17,48,98,86,62,47,41,3282,1488,0,0,48,457,443,254,176,80,30,1794,0,0,122,548,341,366,190,99,128
1,Total population,1580000US3651000061019200,3651000061019200,"Census Tract 192, New York County, New York city, New York",562,390,103,0,0,5,17,26,16,16,23,0,287,0,0,0,0,51,53,80,37,66,172,75,0,0,5,13,14,14,13,8,8,97,0,0,0,6,18,25,8,7,33
1,Total population,1580000US3651000061019300,3651000061019300,"Census Tract 193, New York County, New York city, New York",3248,938,351,0,0,28,91,52,39,55,46,40,587,0,17,48,93,41,33,108,80,167,2310,1215,0,0,127,495,298,114,98,60,23,1095,0,0,121,482,203,137,27,48,77
1,Total population,1580000US3651000061019400,3651000061019400,"Census Tract 194, New York County, New York city, New York",1190,751,391,0,0,66,60,114,83,45,14,9,360,0,0,39,51,31,61,56,80,42,439,219,0,0,9,31,85,64,19,11,0,220,17,0,0,55,54,48,33,7,6
1,Total population,1580000US3651000061019500,3651000061019500,"Census Tract 195, New York County, New York city, New York",3127,620,198,0,0,60,46,14,43,23,5,7,422,0,0,156,101,46,14,50,38,17,2507,1316,0,0,131,464,325,200,89,78,29,1191,0,0,97,473,135,197,137,63,89
1,Total population,1580000US3651000061019600,3651000061019600,"Census Tract 196, New York County, New York city, New York",747,492,197,0,0,11,4,35,38,27,50,32,295,0,0,0,6,24,25,33,41,166,255,151,0,0,0,19,24,30,14,52,12,104,0,0,10,8,0,6,16,21,43
1,Total population,1580000US3651000061019702,3651000061019702,"Census Tract 197.02, New York County, New York city, New York",768,267,110,0,0,0,19,34,22,15,10,10,157,0,0,0,34,27,0,28,12,56,501,230,0,0,21,66,47,53,23,10,10,271,0,0,19,127,47,41,27,4,6
1,Total population,1580000US3651000061019800,3651000061019800,"Census Tract 198, New York County, New York city, New York",707,265,180,0,0,10,18,49,17,48,30,8,85,0,0,9,0,12,13,0,20,31,442,274,0,0,0,97,42,54,30,17,34,168,0,0,0,54,26,26,31,31,0
1,Total population,1580000US3651000061019900,3651000061019900,"Census Tract 199, New York County, New York city, New York",3358,819,312,0,0,75,163,14,31,29,0,0,507,0,0,99,232,20,50,26,38,42,2539,1141,0,0,98,428,207,147,63,120,78,1398,0,0,107,442,219,102,128,155,245
1,Total population,1580000US3651000061020000,3651000061020000,"Census Tract 200, New York County, New York city, New York",929,429,224,0,0,0,27,92,44,34,16,11,205,0,0,21,0,86,13,46,19,20,500,288,0,0,0,43,126,54,39,26,0,212,0,0,25,28,46,27,32,0,54
1,Total population,1580000US3651000061020101,3651000061020101,"Census Tract 201.01, New York County, New York city, New York",263,105,49,0,0,41,8,0,0,0,0,0,56,0,0,42,14,0,0,0,0,0,158,52,0,0,25,11,0,0,6,5,5,106,0,0,6,57,0,0,9,21,13
1,Total population,1580000US3651000061020102,3651000061020102,"Census Tract 201.02, New York County, New York city, New York",896,388,221,0,0,28,33,74,21,36,22,7,167,0,0,26,25,13,12,18,45,28,508,273,0,0,3,86,113,25,9,14,23,235,0,0,5,70,38,29,31,12,50
1,Total population,1580000US3651000061020300,3651000061020300,"Census Tract 203, New York County, New York city, New York",587,205,88,0,0,37,39,8,0,4,0,0,117,0,0,31,75,10,0,1,0,0,382,261,0,0,30,196,0,23,12,0,0,121,0,0,24,63,0,10,14,10,0
1,Total population,1580000US3651000061020400,3651000061020400,"Census Tract 204, New York County, New York city, New York",586,355,208,0,0,5,35,108,45,7,8,0,147,0,0,0,22,67,0,13,8,37,231,103,0,0,7,11,43,34,0,0,8,128,0,0,20,0,6,41,15,46,0
1,Total population,1580000US3651000061020500,3651000061020500,"Census Tract 205, New York County, New York city, New York",1055,125,56,0,0,13,23,0,15,5,0,0,69,0,0,24,22,7,7,0,9,0,930,434,0,0,14,165,97,64,24,38,32,496,0,0,3,139,102,67,45,53,87
1,Total population,1580000US3651000061020600,3651000061020600,"Census Tract 206, New York County, New York city, New York",1005,408,248,0,0,19,71,65,35,34,9,15,160,0,0,9,31,46,10,27,8,29,597,402,0,0,0,108,163,82,13,27,9,195,0,0,46,36,49,8,23,26,7
