Id,Population Group,Id,Id2,Geography,Total:,Income in 1999 below poverty level:,Income in 1999 below poverty level: - Male:,Income in 1999 below poverty level: - Male: - 15 years,Income in 1999 below poverty level: - Male: - 16 and 17 years,Income in 1999 below poverty level: - Male: - 18 to 24 years,Income in 1999 below poverty level: - Male: - 25 to 34 years,Income in 1999 below poverty level: - Male: - 35 to 44 years,Income in 1999 below poverty level: - Male: - 45 to 54 years,Income in 1999 below poverty level: - Male: - 55 to 64 years,Income in 1999 below poverty level: - Male: - 65 to 74 years,Income in 1999 below poverty level: - Male: - 75 years and over,Income in 1999 below poverty level: - Female:,Income in 1999 below poverty level: - Female: - 15 years,Income in 1999 below poverty level: - Female: - 16 and 17 years,Income in 1999 below poverty level: - Female: - 18 to 24 years,Income in 1999 below poverty level: - Female: - 25 to 34 years,Income in 1999 below poverty level: - Female: - 35 to 44 years,Income in 1999 below poverty level: - Female: - 45 to 54 years,Income in 1999 below poverty level: - Female: - 55 to 64 years,Income in 1999 below poverty level: - Female: - 65 to 74 years,Income in 1999 below poverty level: - Female: - 75 years and over,Income in 1999 at or above poverty level:,Income in 1999 at or above poverty level: - Male:,Income in 1999 at or above poverty level: - Male: - 15 years,Income in 1999 at or above poverty level: - Male: - 16 and 17 years,Income in 1999 at or above poverty level: - Male: - 18 to 24 years,Income in 1999 at or above poverty level: - Male: - 25 to 34 years,Income in 1999 at or above poverty level: - Male: - 35 to 44 years,Income in 1999 at or above poverty level: - Male: - 45 to 54 years,Income in 1999 at or above poverty level: - Male: - 55 to 64 years,Income in 1999 at or above poverty level: - Male: - 65 to 74 years,Income in 1999 at or above poverty level: - Male: - 75 years and over,Income in 1999 at or above poverty level: - Female:,Income in 1999 at or above poverty level: - Female: - 15 years,Income in 1999 at or above poverty level: - Female: - 16 and 17 years,Income in 1999 at or above poverty level: - Female: - 18 to 24 years,Income in 1999 at or above poverty level: - Female: - 25 to 34 years,Income in 1999 at or above poverty level: - Female: - 35 to 44 years,Income in 1999 at or above poverty level: - Female: - 45 to 54 years,Income in 1999 at or above poverty level: - Female: - 55 to 64 years,Income in 1999 at or above poverty level: - Female: - 65 to 74 years,Income in 1999 at or above poverty level: - Female: - 75 years and over
1,Total population,1580000US3651000081054700,3651000081054700,"Census Tract 547, Queens County, New York city, New York",541,138,80,0,0,7,20,36,0,0,11,6,58,0,0,9,0,25,14,0,4,6,403,311,0,0,58,112,73,34,30,0,4,92,0,0,18,15,3,11,12,24,9
1,Total population,1580000US3651000081054800,3651000081054800,"Census Tract 548, Queens County, New York city, New York",127,18,18,0,5,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,45,0,0,0,0,12,25,0,0,8,64,0,0,0,7,17,13,0,6,21
1,Total population,1580000US3651000081054900,3651000081054900,"Census Tract 549, Queens County, New York city, New York",773,250,98,0,0,7,44,23,17,7,0,0,152,0,5,11,28,19,19,23,14,33,523,306,0,0,42,121,71,19,29,6,18,217,0,0,47,68,30,6,5,22,39
1,Total population,1580000US3651000081055100,3651000081055100,"Census Tract 551, Queens County, New York city, New York",804,224,100,0,4,14,28,7,29,10,0,8,124,0,0,24,14,5,25,39,5,12,580,334,0,0,32,162,88,22,5,0,25,246,0,0,34,67,25,12,19,35,54
1,Total population,1580000US3651000081055200,3651000081055200,"Census Tract 552, Queens County, New York city, New York",349,65,13,0,0,0,0,0,0,13,0,0,52,0,0,6,14,7,12,4,9,0,284,139,0,0,13,16,18,24,36,32,0,145,0,0,20,24,0,21,8,65,7
1,Total population,1580000US3651000081055300,3651000081055300,"Census Tract 553, Queens County, New York city, New York",469,183,127,0,0,47,8,55,12,5,0,0,56,0,0,20,10,5,14,0,7,0,286,186,0,0,47,68,26,23,7,4,11,100,0,0,0,44,12,0,23,0,21
1,Total population,1580000US3651000081055400,3651000081055400,"Census Tract 554, Queens County, New York city, New York",295,62,14,0,0,0,0,0,8,0,0,6,48,0,9,7,0,7,0,0,5,20,233,102,0,0,0,41,9,17,11,0,24,131,0,0,10,36,15,37,24,0,9
1,Total population,1580000US3651000081055500,3651000081055500,"Census Tract 555, Queens County, New York city, New York",248,65,31,0,0,13,7,7,0,4,0,0,34,0,0,8,6,0,7,0,4,9,183,118,0,0,7,55,15,35,0,6,0,65,0,0,8,17,13,5,4,0,18
1,Total population,1580000US3651000081055600,3651000081055600,"Census Tract 556, Queens County, New York city, New York",155,34,19,0,6,0,0,0,7,6,0,0,15,0,0,0,0,0,0,0,0,15,121,48,0,0,0,12,0,10,0,8,18,73,0,0,0,10,0,6,14,22,21
1,Total population,1580000US3651000081055700,3651000081055700,"Census Tract 557, Queens County, New York city, New York",621,140,60,0,0,15,17,15,0,7,0,6,80,5,0,0,23,15,9,0,22,6,481,233,0,0,18,54,74,48,20,10,9,248,0,0,7,60,26,45,40,23,47
1,Total population,1580000US3651000081055800,3651000081055800,"Census Tract 558, Queens County, New York city, New York",76,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,5,0,0,0,0,65,40,0,0,0,20,12,0,0,8,0,25,0,0,0,6,5,0,0,0,14
1,Total population,1580000US3651000081055900,3651000081055900,"Census Tract 559, Queens County, New York city, New York",132,37,22,0,9,0,0,8,0,5,0,0,15,0,0,6,0,0,0,0,5,4,95,53,0,0,0,24,19,0,0,10,0,42,0,0,0,12,9,5,12,0,4
1,Total population,1580000US3651000081056000,3651000081056000,"Census Tract 560, Queens County, New York city, New York",117,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,0,0,4,106,42,0,0,0,4,14,24,0,0,0,64,0,0,0,6,26,19,4,4,5
1,Total population,1580000US3651000081056200,3651000081056200,"Census Tract 562, Queens County, New York city, New York",88,29,13,0,0,0,8,5,0,0,0,0,16,0,0,8,8,0,0,0,0,0,59,22,0,0,6,0,8,0,8,0,0,37,0,0,2,8,5,0,7,0,15
1,Total population,1580000US3651000081056400,3651000081056400,"Census Tract 564, Queens County, New York city, New York",195,10,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,2,0,0,5,0,185,110,0,0,0,52,21,21,9,7,0,75,0,0,10,21,10,8,4,0,22
1,Total population,1580000US3651000081056500,3651000081056500,"Census Tract 565, Queens County, New York city, New York",164,66,18,0,0,0,0,12,6,0,0,0,48,0,0,0,15,4,0,15,9,5,98,65,0,0,0,11,32,9,0,8,5,33,0,0,0,0,0,9,4,15,5
1,Total population,1580000US3651000081056600,3651000081056600,"Census Tract 566, Queens County, New York city, New York",113,26,0,0,0,0,0,0,0,0,0,0,26,0,10,0,0,9,7,0,0,0,87,30,0,0,0,30,0,0,0,0,0,57,0,0,0,13,16,14,7,0,7
1,Total population,1580000US3651000081056700,3651000081056700,"Census Tract 567, Queens County, New York city, New York",460,62,29,0,0,0,6,0,0,0,0,23,33,0,0,0,0,7,0,7,12,7,398,166,0,0,19,32,46,31,16,11,11,232,0,0,13,13,24,0,42,48,92
1,Total population,1580000US3651000081056800,3651000081056800,"Census Tract 568, Queens County, New York city, New York",509,133,63,0,1,6,0,30,26,0,0,0,70,0,0,11,25,17,0,7,10,0,376,209,0,0,7,34,13,73,34,14,34,167,0,0,9,28,25,37,24,18,26
1,Total population,1580000US3651000081057700,3651000081057700,"Census Tract 577, Queens County, New York city, New York",466,83,7,0,0,0,0,0,0,7,0,0,76,0,0,5,0,7,17,0,35,12,383,219,0,0,5,39,47,47,35,36,10,164,0,0,9,11,0,7,33,20,84
1,Total population,1580000US3651000081057800,3651000081057800,"Census Tract 578, Queens County, New York city, New York",246,71,19,0,0,0,0,0,0,7,12,0,52,0,0,17,0,0,27,8,0,0,175,94,0,0,12,8,25,7,5,9,28,81,0,0,0,11,17,24,24,5,0
1,Total population,1580000US3651000081057900,3651000081057900,"Census Tract 579, Queens County, New York city, New York",286,57,34,0,0,0,0,0,34,0,0,0,23,0,0,5,11,7,0,0,0,0,229,64,0,0,5,26,10,11,0,12,0,165,0,0,13,0,10,32,27,27,56
1,Total population,1580000US3651000081058000,3651000081058000,"Census Tract 580, Queens County, New York city, New York",394,114,61,6,6,0,5,0,25,0,9,10,53,0,8,0,12,21,0,0,12,0,280,104,0,0,0,4,47,22,17,14,0,176,0,0,4,43,40,47,14,16,12
1,Total population,1580000US3651000081058100,3651000081058100,"Census Tract 581, Queens County, New York city, New York",485,90,37,0,0,17,13,0,0,7,0,0,53,0,0,6,13,11,0,6,10,7,395,155,0,0,6,12,50,36,30,7,14,240,0,0,0,24,44,30,38,37,67
1,Total population,1580000US3651000081058300,3651000081058300,"Census Tract 583, Queens County, New York city, New York",468,54,24,0,0,3,0,7,0,8,6,0,30,0,0,17,0,7,6,0,0,0,414,223,0,0,26,76,32,55,4,18,12,191,0,0,22,56,0,11,19,19,64
1,Total population,1580000US3651000081058500,3651000081058500,"Census Tract 585, Queens County, New York city, New York",564,132,59,0,0,28,4,8,19,0,0,0,73,2,0,11,7,8,7,6,22,10,432,211,0,0,27,65,67,8,17,16,11,221,0,0,7,35,30,21,33,26,69
1,Total population,1580000US3651000081058700,3651000081058700,"Census Tract 587, Queens County, New York city, New York",560,128,20,0,0,11,0,9,0,0,0,0,108,0,0,13,11,31,0,19,20,14,432,206,0,0,14,69,36,31,41,0,15,226,0,0,13,35,31,35,24,25,63
1,Total population,1580000US3651000081058800,3651000081058800,"Census Tract 588, Queens County, New York city, New York",119,32,0,0,0,0,0,0,0,0,0,0,32,0,0,0,19,0,0,7,6,0,87,15,0,0,0,0,0,0,0,0,15,72,0,0,0,0,12,12,19,6,23
1,Total population,1580000US3651000081058900,3651000081058900,"Census Tract 589, Queens County, New York city, New York",581,154,60,0,0,12,24,0,6,18,0,0,94,0,0,3,15,6,6,16,14,34,427,171,0,0,6,67,20,34,17,7,20,256,0,0,26,72,41,22,29,36,30
1,Total population,1580000US3651000081059000,3651000081059000,"Census Tract 590, Queens County, New York city, New York",108,14,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,28,0,0,0,0,0,19,0,0,9,66,0,0,0,0,30,0,24,0,12
1,Total population,1580000US3651000081059100,3651000081059100,"Census Tract 591, Queens County, New York city, New York",739,353,137,0,0,6,36,22,23,19,31,0,216,0,0,0,39,40,25,51,18,43,386,224,0,0,10,89,68,30,9,0,18,162,0,0,10,52,10,16,10,10,54
1,Total population,1580000US3651000081059200,3651000081059200,"Census Tract 592, Queens County, New York city, New York",71,26,14,0,0,0,0,0,9,5,0,0,12,0,0,0,0,6,0,0,0,6,45,24,0,0,0,11,6,0,7,0,0,21,0,0,0,0,0,9,5,0,7
1,Total population,1580000US3651000081059300,3651000081059300,"Census Tract 593, Queens County, New York city, New York",694,209,109,0,0,10,47,21,21,0,10,0,100,0,0,6,13,7,11,27,8,28,485,229,0,0,23,46,67,30,32,5,26,256,0,0,19,26,31,16,25,62,77
1,Total population,1580000US3651000081059400,3651000081059400,"Census Tract 594, Queens County, New York city, New York",224,33,7,0,0,0,0,0,7,0,0,0,26,0,0,0,0,12,5,9,0,0,191,65,0,0,0,29,22,0,5,9,0,126,0,0,0,30,36,30,7,17,6
1,Total population,1580000US3651000081059500,3651000081059500,"Census Tract 595, Queens County, New York city, New York",718,205,103,0,0,2,22,25,26,10,6,12,102,0,0,4,23,23,15,20,0,17,513,248,0,0,37,60,96,15,14,0,26,265,0,0,27,68,18,18,23,50,61
1,Total population,1580000US3651000081059600,3651000081059600,"Census Tract 596, Queens County, New York city, New York",167,43,0,0,0,0,0,0,0,0,0,0,43,0,0,12,0,0,11,6,14,0,124,37,0,0,0,20,9,8,0,0,0,87,0,0,0,18,20,4,11,18,16
1,Total population,1580000US3651000081059800,3651000081059800,"Census Tract 598, Queens County, New York city, New York",160,49,15,0,7,0,0,0,0,0,8,0,34,0,0,0,8,0,0,0,0,26,111,56,0,0,12,0,24,0,10,0,10,55,0,0,4,0,7,0,32,12,0
1,Total population,1580000US3651000081059900,3651000081059900,"Census Tract 599, Queens County, New York city, New York",211,37,14,0,0,0,10,4,0,0,0,0,23,0,0,12,3,0,0,0,0,8,174,57,0,0,22,14,9,12,0,0,0,117,0,0,13,5,20,11,12,24,32
1,Total population,1580000US3651000081060000,3651000081060000,"Census Tract 600, Queens County, New York city, New York",76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,38,0,0,7,0,18,0,0,10,3,38,0,0,0,5,0,9,9,8,7
1,Total population,1580000US3651000081060100,3651000081060100,"Census Tract 601, Queens County, New York city, New York",324,77,50,0,0,0,0,34,16,0,0,0,27,0,0,0,13,0,14,0,0,0,247,131,0,0,0,47,34,0,5,12,33,116,0,0,0,20,18,24,0,9,45
1,Total population,1580000US3651000081060200,3651000081060200,"Census Tract 602, Queens County, New York city, New York",119,20,9,0,0,0,0,0,9,0,0,0,11,0,0,0,0,0,3,0,0,8,99,55,0,0,0,23,9,17,0,6,0,44,0,0,17,0,0,6,7,14,0
1,Total population,1580000US3651000081060300,3651000081060300,"Census Tract 603, Queens County, New York city, New York",310,35,25,0,0,0,15,0,0,10,0,0,10,0,0,0,0,0,0,10,0,0,275,95,0,0,0,10,39,17,6,16,7,180,0,0,0,54,31,23,7,23,42
1,Total population,1580000US3651000081060400,3651000081060400,"Census Tract 604, Queens County, New York city, New York",54,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,50,30,0,0,0,10,0,13,0,7,0,20,0,0,0,5,0,0,8,0,7
1,Total population,1580000US3651000081060600,3651000081060600,"Census Tract 606, Queens County, New York city, New York",146,40,8,0,0,0,0,0,0,8,0,0,32,0,0,9,0,0,0,0,7,16,106,65,0,0,14,7,0,25,7,0,12,41,0,0,7,0,0,13,14,0,7
1,Total population,1580000US3651000081060700,3651000081060700,"Census Tract 607, Queens County, New York city, New York",141,52,11,0,0,0,0,0,0,0,0,11,41,0,0,0,7,8,0,26,0,0,89,36,0,0,0,0,10,5,0,0,21,53,0,0,0,0,0,7,0,19,27
1,Total population,1580000US3651000081060800,3651000081060800,"Census Tract 608, Queens County, New York city, New York",193,8,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,185,96,0,0,28,23,0,9,7,29,0,89,0,0,8,10,18,26,9,10,8
1,Total population,1580000US3651000081061000,3651000081061000,"Census Tract 610, Queens County, New York city, New York",83,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,8,0,0,0,71,29,0,0,0,9,0,8,0,0,12,42,0,0,0,0,0,13,0,29,0
1,Total population,1580000US3651000081061200,3651000081061200,"Census Tract 612, Queens County, New York city, New York",151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,86,0,0,0,36,21,0,20,0,9,65,0,0,0,17,10,5,12,12,9
1,Total population,1580000US3651000081061300,3651000081061300,"Census Tract 613, Queens County, New York city, New York",625,125,30,0,0,0,0,19,11,0,0,0,95,0,0,6,20,0,0,13,27,29,500,246,0,0,28,46,42,65,14,45,6,254,0,0,17,7,55,22,31,62,60
1,Total population,1580000US3651000081061400,3651000081061400,"Census Tract 614, Queens County, New York city, New York",116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,70,0,0,0,39,5,6,0,20,0,46,0,0,4,14,11,0,0,10,7
1,Total population,1580000US3651000081061601,3651000081061601,"Census Tract 616.01, Queens County, New York city, New York",203,51,34,0,0,0,14,15,5,0,0,0,17,0,0,0,0,0,9,0,8,0,152,86,0,0,0,0,20,27,21,0,18,66,0,0,0,0,0,19,21,13,13
1,Total population,1580000US3651000081061602,3651000081061602,"Census Tract 616.02, Queens County, New York city, New York",204,67,22,0,0,0,0,18,0,4,0,0,45,4,0,0,0,0,5,13,16,7,137,64,0,0,0,6,25,20,7,0,6,73,0,0,0,13,10,16,16,6,12
1,Total population,1580000US3651000081061800,3651000081061800,"Census Tract 618, Queens County, New York city, New York",233,27,13,0,0,0,0,0,0,6,7,0,14,0,0,0,0,0,7,0,0,7,206,50,0,0,0,0,0,26,16,0,8,156,0,0,0,40,14,28,41,17,16
1,Total population,1580000US3651000081061900,3651000081061900,"Census Tract 619, Queens County, New York city, New York",488,115,27,0,0,0,17,0,10,0,0,0,88,0,0,0,28,12,0,0,27,21,373,165,0,0,12,38,31,28,29,27,0,208,0,0,21,48,28,8,0,57,46
1,Total population,1580000US3651000081062000,3651000081062000,"Census Tract 620, Queens County, New York city, New York",212,28,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,13,0,15,0,0,184,81,0,0,0,29,7,9,21,8,7,103,0,0,0,8,6,31,32,13,13
1,Total population,1580000US3651000081062100,3651000081062100,"Census Tract 621, Queens County, New York city, New York",377,28,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,13,0,9,0,6,349,174,0,0,23,70,34,7,15,12,13,175,0,0,28,36,9,15,17,21,49
1,Total population,1580000US3651000081062300,3651000081062300,"Census Tract 623, Queens County, New York city, New York",274,93,19,0,7,0,0,6,6,0,0,0,74,0,0,0,16,16,7,8,4,23,181,76,0,0,8,19,18,19,0,12,0,105,0,0,0,29,6,8,14,24,24
1,Total population,1580000US3651000081062400,3651000081062400,"Census Tract 624, Queens County, New York city, New York",123,38,28,8,15,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,0,0,85,12,0,0,0,0,0,0,0,6,6,73,0,0,0,12,13,13,9,19,7
1,Total population,1580000US3651000081062500,3651000081062500,"Census Tract 625, Queens County, New York city, New York",449,82,28,0,0,0,9,6,7,0,6,0,54,0,0,0,11,7,7,15,6,8,367,150,0,0,12,26,43,15,18,13,23,217,0,0,0,46,23,22,25,24,77
1,Total population,1580000US3651000081062600,3651000081062600,"Census Tract 626, Queens County, New York city, New York",204,26,13,0,0,0,8,0,5,0,0,0,13,0,0,0,0,0,0,6,0,7,178,40,0,0,6,9,6,0,19,0,0,138,0,0,7,34,12,31,29,15,10
1,Total population,1580000US3651000081062700,3651000081062700,"Census Tract 627, Queens County, New York city, New York",465,71,30,0,6,0,0,11,0,0,13,0,41,0,0,0,6,7,0,7,4,17,394,183,0,0,6,65,33,18,6,20,35,211,0,0,0,30,15,44,34,29,59
1,Total population,1580000US3651000081062900,3651000081062900,"Census Tract 629, Queens County, New York city, New York",368,96,30,0,0,5,4,0,4,9,0,8,66,0,0,0,0,0,9,0,20,37,272,153,0,0,0,21,68,12,12,8,32,119,0,0,7,0,13,23,0,50,26
1,Total population,1580000US3651000081063000,3651000081063000,"Census Tract 630, Queens County, New York city, New York",186,25,17,0,0,9,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,0,161,74,0,0,0,32,0,15,12,15,0,87,0,0,12,0,17,33,0,17,8
1,Total population,1580000US3651000081063200,3651000081063200,"Census Tract 632, Queens County, New York city, New York",211,52,23,0,14,0,0,0,0,9,0,0,29,0,0,0,6,0,7,7,0,9,159,123,0,0,0,19,41,36,27,0,0,36,0,0,6,10,0,13,7,0,0
1,Total population,1580000US3651000081063301,3651000081063301,"Census Tract 633.01, Queens County, New York city, New York",225,31,7,0,0,0,0,0,7,0,0,0,24,0,0,0,0,10,7,7,0,0,194,81,0,0,0,35,29,7,0,0,10,113,0,0,0,15,10,9,13,28,38
1,Total population,1580000US3651000081063302,3651000081063302,"Census Tract 633.02, Queens County, New York city, New York",167,11,11,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,156,42,0,0,0,9,0,6,13,6,8,114,0,0,0,25,9,9,18,12,41
1,Total population,1580000US3651000081063500,3651000081063500,"Census Tract 635, Queens County, New York city, New York",353,67,21,0,0,5,8,0,0,0,0,8,46,0,0,12,7,0,0,0,19,8,286,93,0,0,15,19,9,24,0,26,0,193,0,0,0,14,34,33,12,55,45
1,Total population,1580000US3651000081063700,3651000081063700,"Census Tract 637, Queens County, New York city, New York",457,95,20,0,0,8,0,12,0,0,0,0,75,0,9,0,15,25,0,7,6,13,362,148,0,0,8,18,39,27,5,24,27,214,0,0,8,26,3,22,20,72,63
1,Total population,1580000US3651000081063800,3651000081063800,"Census Tract 638, Queens County, New York city, New York",435,118,58,0,0,6,29,0,10,13,0,0,60,0,0,20,0,3,6,19,6,6,317,144,0,0,4,34,43,23,9,0,31,173,0,0,13,10,30,26,24,17,53
1,Total population,1580000US3651000081063900,3651000081063900,"Census Tract 639, Queens County, New York city, New York",493,104,65,0,0,21,14,13,9,0,8,0,39,0,0,0,4,11,16,0,8,0,389,178,0,0,9,58,15,46,18,20,12,211,0,0,0,32,13,20,38,36,72
1,Total population,1580000US3651000081064101,3651000081064101,"Census Tract 641.01, Queens County, New York city, New York",462,47,7,0,0,0,0,0,7,0,0,0,40,0,0,0,0,0,13,7,0,20,415,175,0,0,0,5,38,16,36,32,48,240,0,0,0,16,21,26,18,36,123
1,Total population,1580000US3651000081064500,3651000081064500,"Census Tract 645, Queens County, New York city, New York",344,87,52,0,10,0,16,12,9,5,0,0,35,0,0,3,11,0,0,0,0,21,257,109,0,0,0,24,33,29,14,0,9,148,0,0,9,35,29,15,9,19,32
1,Total population,1580000US3651000081064600,3651000081064600,"Census Tract 646, Queens County, New York city, New York",321,89,21,0,0,0,0,0,0,21,0,0,68,0,10,0,11,0,0,16,23,8,232,86,0,0,0,29,8,0,20,23,6,146,0,0,0,34,38,40,14,14,6
1,Total population,1580000US3651000081065000,3651000081065000,"Census Tract 650, Queens County, New York city, New York",254,53,27,0,0,0,8,0,13,6,0,0,26,0,0,0,0,9,0,9,8,0,201,84,0,0,0,11,7,19,27,13,7,117,0,0,0,22,16,23,34,22,0
1,Total population,1580000US3651000081065400,3651000081065400,"Census Tract 654, Queens County, New York city, New York",190,46,24,0,0,0,0,13,8,3,0,0,22,0,2,0,7,8,0,0,5,0,144,59,0,0,0,0,50,0,0,9,0,85,0,0,0,0,1,25,12,22,25
1,Total population,1580000US3651000081065500,3651000081065500,"Census Tract 655, Queens County, New York city, New York",132,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,126,66,0,0,0,0,11,27,16,6,6,60,0,0,6,9,7,0,6,3,29
1,Total population,1580000US3651000081065600,3651000081065600,"Census Tract 656, Queens County, New York city, New York",397,77,38,0,2,0,16,0,20,0,0,0,39,0,7,18,0,0,0,0,6,8,320,165,0,0,8,41,42,26,27,12,9,155,0,0,12,29,51,15,16,23,9
1,Total population,1580000US3651000081065701,3651000081065701,"Census Tract 657.01, Queens County, New York city, New York",297,48,7,0,0,0,0,0,0,0,7,0,41,0,0,0,0,0,0,5,7,29,249,70,0,0,0,6,33,10,4,17,0,179,0,0,0,45,20,0,12,35,67
1,Total population,1580000US3651000081065702,3651000081065702,"Census Tract 657.02, Queens County, New York city, New York",312,32,9,0,0,0,0,0,9,0,0,0,23,0,0,0,6,9,8,0,0,0,280,160,0,0,16,44,52,10,22,8,8,120,0,0,0,8,9,23,6,21,53
1,Total population,1580000US3651000081065900,3651000081065900,"Census Tract 659, Queens County, New York city, New York",305,66,28,0,0,3,0,0,11,9,5,0,38,0,0,0,4,0,9,0,7,18,239,81,0,0,0,11,32,23,10,5,0,158,0,0,3,12,16,37,8,36,46
1,Total population,1580000US3651000081066000,3651000081066000,"Census Tract 660, Queens County, New York city, New York",250,77,22,0,0,0,0,0,17,5,0,0,55,5,0,0,17,6,12,9,6,0,173,82,0,0,0,7,38,13,11,13,0,91,0,0,5,30,14,3,3,0,36
1,Total population,1580000US3651000081066100,3651000081066100,"Census Tract 661, Queens County, New York city, New York",218,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,212,51,0,0,0,7,12,14,0,0,18,161,0,0,10,4,20,17,24,37,49
1,Total population,1580000US3651000081066300,3651000081066300,"Census Tract 663, Queens County, New York city, New York",383,49,28,0,0,12,8,0,8,0,0,0,21,0,0,0,0,0,0,0,6,15,334,98,0,0,0,42,8,17,0,19,12,236,0,0,0,39,18,19,26,63,71
1,Total population,1580000US3651000081066400,3651000081066400,"Census Tract 664, Queens County, New York city, New York",1039,243,97,0,25,0,18,8,16,19,11,0,146,0,0,27,9,39,18,28,16,9,796,426,0,0,5,165,140,55,26,22,13,370,0,0,11,101,39,52,91,11,65
1,Total population,1580000US3651000081066500,3651000081066500,"Census Tract 665, Queens County, New York city, New York",502,103,38,0,0,0,10,0,12,7,0,9,65,0,0,0,23,13,6,9,7,7,399,108,0,0,0,42,16,8,20,9,13,291,0,0,0,19,75,50,45,50,52
1,Total population,1580000US3651000081066700,3651000081066700,"Census Tract 667, Queens County, New York city, New York",298,72,23,0,0,0,9,0,0,14,0,0,49,0,0,0,10,0,3,8,7,21,226,88,0,0,0,34,8,16,9,9,12,138,0,0,0,19,8,0,17,34,60
1,Total population,1580000US3651000081066900,3651000081066900,"Census Tract 669, Queens County, New York city, New York",226,62,5,0,0,0,0,0,0,5,0,0,57,0,0,8,0,0,0,0,7,42,164,63,0,0,0,11,7,10,0,26,9,101,0,0,0,18,0,6,9,40,28
1,Total population,1580000US3651000081067101,3651000081067101,"Census Tract 671.01, Queens County, New York city, New York",165,21,8,0,0,0,0,0,8,0,0,0,13,0,0,0,0,13,0,0,0,0,144,31,0,0,0,7,0,8,16,0,0,113,0,0,0,0,14,19,22,9,49
1,Total population,1580000US3651000081067102,3651000081067102,"Census Tract 671.02, Queens County, New York city, New York",107,29,6,0,6,0,0,0,0,0,0,0,23,0,8,0,0,0,7,0,0,8,78,38,0,0,0,8,15,8,7,0,0,40,0,0,0,16,0,6,0,0,18
1,Total population,1580000US3651000081067700,3651000081067700,"Census Tract 677, Queens County, New York city, New York",224,44,14,0,0,0,0,0,14,0,0,0,30,0,0,0,0,5,11,6,0,8,180,62,0,0,0,7,17,6,12,13,7,118,0,0,0,8,11,14,16,21,48
1,Total population,1580000US3651000081067900,3651000081067900,"Census Tract 679, Queens County, New York city, New York",880,253,24,0,0,0,0,15,0,9,0,0,229,0,0,28,24,22,13,36,50,56,627,307,0,0,24,71,71,31,47,37,26,320,0,0,8,28,30,66,62,40,86
1,Total population,1580000US3651000081068000,3651000081068000,"Census Tract 680, Queens County, New York city, New York",354,35,0,0,0,0,0,0,0,0,0,0,35,0,0,0,7,11,0,17,0,0,319,184,0,0,0,53,45,51,18,0,17,135,0,13,16,36,9,16,11,6,28
1,Total population,1580000US3651000081068200,3651000081068200,"Census Tract 682, Queens County, New York city, New York",140,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,132,47,0,0,10,0,9,5,8,15,0,85,0,0,0,21,25,10,8,0,21
1,Total population,1580000US3651000081068300,3651000081068300,"Census Tract 683, Queens County, New York city, New York",714,121,20,0,0,0,0,7,7,0,6,0,101,0,6,10,24,4,22,7,12,16,593,281,0,0,7,86,107,28,35,18,0,312,0,0,0,98,53,55,42,29,35
1,Total population,1580000US3651000081068700,3651000081068700,"Census Tract 687, Queens County, New York city, New York",992,241,112,0,0,32,18,19,18,17,8,0,129,0,0,38,20,21,0,18,11,21,751,374,0,0,15,108,76,72,71,9,23,377,0,0,14,90,59,86,23,45,60
1,Total population,1580000US3651000081069000,3651000081069000,"Census Tract 690, Queens County, New York city, New York",362,95,13,0,0,0,13,0,0,0,0,0,82,0,0,0,19,8,34,21,0,0,267,110,0,0,15,46,24,25,0,0,0,157,0,0,16,46,21,14,36,24,0
1,Total population,1580000US3651000081069300,3651000081069300,"Census Tract 693, Queens County, New York city, New York",663,152,71,0,0,10,13,0,22,20,6,0,81,0,0,5,27,16,0,11,16,6,511,226,0,0,0,78,30,53,20,15,30,285,0,0,0,30,23,41,41,41,109
